ticker,sector,pe_ratio,ps_ratio,pb_ratio,peg_ratio,free_cash_flow,earnings_growth,pe_vs_sector,price,above_sma50,above_sma200,rsi,macd_bullish,volume_today,avg_volume_30d,volume_spike,fundamentals_score,technicals_score,score,headline_count,sentiment_score,sentiment_norm,macro_adjustment,growth_score,value_score,growth_composite,momentum_score,confidence_pct,sources_present,ai_summary
TT,Industrials,35.835823,4.7571187,12.364497,1.94,3121687552.0,0.071,-22.903402680000006,480.20001220703125,True,True,48.64655820821781,True,552700.0,1168363.3333333333,False,6.106764462648892,75,34.266537688187015,,,41.34246839997507,-3,39.09691629955947,28.615428937585595,46.50208824968913,56.33054038625616,75.0,3,"TT has a reasonable PEG ratio of 1.94, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
ABNB,Consumer Cyclical,42.02283,8.375445,13.923898,1.97,3206874880.0,0.334,-2.02232689361702,184.05999755859375,True,True,82.52315565214028,True,3762300.0,4429166.666666667,False,6.012488887278092,75,34.22411367927016,,,41.34246839997507,-3,69.8237885462555,28.558863592363114,68.01089882237635,56.32111282871908,75.0,3,"ABNB has a reasonable PEG ratio of 1.97, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
IEX,Industrials,34.379856,4.913015,4.41158,1.99,555612480.0,0.109,-24.359369680000007,238.94000244140625,True,True,74.70828579498948,True,455600.0,666423.3333333334,False,5.951217659063903,75,34.196541626573776,,,41.34246839997507,-3,45.70484581497797,28.5221008554346,51.127638910482084,56.31498570589766,75.0,3,"IEX has a reasonable PEG ratio of 1.99, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
PKG,Consumer Cyclical,33.222366,2.3873923,4.930904,2.0,432950016.0,-0.195,-10.822790893617018,255.47999572753906,True,True,51.89038448103211,True,324200.0,629546.6666666666,False,5.921041579168416,75,34.1829623906208,,,41.34246839997507,-3,12.334801762114537,28.503995207497308,27.768608073477687,56.311968097908114,75.0,3,"PKG trades at a relatively high PEG ratio of 2.00, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
DRI,Consumer Cyclical,21.597315,1.9360085,11.640742,2.01,790974976.0,0.36,-22.44784189361702,225.25999450683594,True,True,71.09251013679078,True,678000.0,1303263.3333333333,False,5.891165758774377,75,34.16951827144348,,,41.34246839997507,-3,72.02643171806167,28.486069715260886,69.55274904264067,56.30898051586871,75.0,3,"DRI trades at a relatively high PEG ratio of 2.01, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
GEHC,Healthcare,16.979263,1.5651631,3.03276,2.03,1573124992.0,0.168,-15.88605475490196,73.69000244140625,True,True,78.7117143131488,True,1622900.0,5054673.333333333,False,5.832297147160506,75,34.14302739621724,,,41.34246839997507,-3,54.40528634361234,28.450748548292562,57.21794728052615,56.30309365470732,75.0,3,"GEHC trades at a relatively high PEG ratio of 2.03, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
NDAQ,Financial Services,28.285713,9.660132,4.54831,2.05,1691500032.0,0.141,8.750041569117649,97.0199966430664,True,True,64.92245296869953,True,1327400.0,3609336.6666666665,False,5.774577191383002,75,34.117053416117365,,,41.34246839997507,-3,50.0,28.41611657482606,54.13424683999751,56.29732165912957,75.0,3,"NDAQ trades at a relatively high PEG ratio of 2.05, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
HSIC,Healthcare,26.17201,0.73552096,3.1823177,2.05,446000000.0,0.171,-6.693307754901959,89.7699966430664,True,True,72.55244044034431,True,1162500.0,1344103.3333333333,False,5.774577191383002,75,34.117053416117365,,,41.34246839997507,-3,54.845814977973575,28.41611657482606,57.52631732457901,56.29732165912957,75.0,3,"HSIC trades at a relatively high PEG ratio of 2.05, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
MS,Financial Services,17.54318,4.3903213,3.2058523,2.06,,0.624,-1.9924914308823531,217.36000061035156,True,True,54.93015540620853,True,3405800.0,5464446.666666667,False,5.746137504434377,75,34.10425555699048,,,41.34246839997507,-3,83.25991189427313,28.399052762656886,77.41618516598868,56.29447769043471,75.0,3,"MS trades at a relatively high PEG ratio of 2.06, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
OKE,Energy,16.405872,1.5210794,2.6768303,2.07,899875008.0,0.142,-2.998479095238096,94.98999786376953,True,True,68.55025996459288,True,2479100.0,3538550.0,False,5.717972597069798,75,34.09158134867643,,,41.34246839997507,-3,50.66079295154186,28.382153818238137,54.596801906076806,56.291661199698254,75.0,3,"OKE trades at a relatively high PEG ratio of 2.07, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
HBAN,Financial Services,13.776923,3.9430783,1.2166293,2.1,,-0.029,-5.758748430882353,17.90999984741211,True,True,65.56019158992412,True,16057700.0,24921336.666666668,False,5.635087298254034,75,34.054282964209335,,,41.34246839997507,-3,23.127753303964756,28.33242263894868,35.32367415277284,56.28337266981667,75.0,3,"HBAN trades at a relatively high PEG ratio of 2.10, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
AMGN,Healthcare,25.773432,5.896538,19.204903,2.18,8645624832.0,0.649,-7.091885754901959,415.2099914550781,True,True,73.06642839612333,True,2036200.0,2503203.3333333335,False,5.425212596665497,75,33.959839348494484,,,41.34246839997507,-3,83.92070484581498,28.206497817995558,77.87874023206798,56.26238519965782,75.0,3,"AMGN trades at a relatively high PEG ratio of 2.18, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
HUM,Healthcare,36.77221,0.32068613,,2.2,1940999936.0,0.271,3.9068922450980423,389.04998779296875,True,True,53.34009609451831,True,761100.0,1407143.3333333333,False,5.375128861059142,75,33.93730166747163,,,41.34246839997507,-3,65.19823788546255,28.176447576631745,64.77301335982129,56.257376826097186,75.0,3,"HUM trades at a relatively high PEG ratio of 2.20, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
EW,Healthcare,54.52381,8.107464,4.9742055,2.2,1232412544.0,-0.254,21.65849224509804,91.5999984741211,True,True,77.36572216319685,True,2856500.0,4618923.333333333,False,5.375128861059142,75,33.93730166747163,,,41.34246839997507,-3,10.022026431718063,28.176447576631745,26.14966534220015,56.257376826097186,75.0,3,"EW trades at a relatively high PEG ratio of 2.20, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
MSI,Technology,36.76202,6.309105,28.895014,2.22,1979000064.0,0.095,-18.451328049333327,466.510009765625,True,True,71.99532280504839,True,833900.0,930026.6666666666,False,5.325947535103351,75,33.91517007079152,,,41.34246839997507,-3,43.06167400881058,28.14693878105827,49.27741864616491,56.25245869350161,75.0,3,"MSI trades at a relatively high PEG ratio of 2.22, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
BKR,Energy,20.842443,2.3208344,3.230984,2.23,4415000064.0,-0.042,1.4380919047619045,64.81999969482422,True,True,66.49405028911194,True,6692500.0,8937770.0,False,5.30168768821933,75,33.90425313969371,,,41.34246839997507,-3,21.696035242290748,28.132382872927856,34.32147150960103,56.2500327088132,75.0,3,"BKR trades at a relatively high PEG ratio of 2.23, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
ABT,Healthcare,36.00324,4.132342,3.7664623,2.24,7209124864.0,-0.475,3.1379222450980393,111.25,True,True,72.23684243548269,True,5575400.0,10879596.666666666,False,5.277644447111057,75,33.89343368119499,,,41.34246839997507,-3,5.286343612334802,28.117956928262895,22.83468736863187,56.247628384702374,75.0,3,"ABT trades at a relatively high PEG ratio of 2.24, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
NTAP,Technology,32.55975,5.8680425,30.042072,2.33,1295250048.0,0.234,-22.653598049333326,207.0800018310547,True,True,85.83237855884491,True,2338400.0,2751406.6666666665,False,5.070542365976714,75,33.80023774468454,,,41.34246839997507,-3,62.33480176211453,27.993695679582288,62.76860807347768,56.226918176588946,75.0,3,"NTAP trades at a relatively high PEG ratio of 2.33, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
PLTR,Technology,148.75214,67.938965,42.782696,2.34,2159104512.0,2.154,93.53879195066668,174.0399932861328,True,True,72.8917564418051,True,23985400.0,43757060.0,False,5.048514414327098,75,33.79032516644221,,,41.34246839997507,-3,94.05286343612335,27.98047890859252,84.97125124528384,56.224715381423984,75.0,3,"PLTR trades at a relatively high PEG ratio of 2.34, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
HUBB,Industrials,30.295618,4.341225,6.9066625,2.37,495812512.0,-0.009,-28.443607680000003,511.3900146484375,True,True,54.642888718162865,True,309001.0,544199.9,False,4.983545898702278,75,33.76108933441104,,,41.34246839997507,-3,24.559471365638768,27.941497799217625,36.325876795944644,56.218218529861495,75.0,3,"HUBB trades at a relatively high PEG ratio of 2.37, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
CLX,Consumer Defensive,21.975052,1.902144,142.06989,2.43,110375000.0,-0.501,-4.190386440000001,105.69999694824219,True,True,69.28612130189629,True,1936200.0,2605066.6666666665,False,4.858421350091516,75,33.7047832875362,,,41.34246839997507,-3,4.845814977973569,27.86642307005117,22.526317324579004,56.20570607500042,75.0,3,"CLX trades at a relatively high PEG ratio of 2.43, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
WMB,Energy,29.960157,7.464269,6.9914465,2.51,-1516749952.0,0.512,10.555805904761904,75.19999694824219,True,True,68.23821402585666,True,6040800.0,6365723.333333333,False,4.7008940299281665,75,33.63389599346269,,,41.34246839997507,-3,78.19383259911893,27.77190667795316,73.86992965938074,56.18995334298409,75.0,3,"WMB trades at a relatively high PEG ratio of 2.51, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
PFE,Healthcare,35.25,2.3972347,1.7924529,2.59,12485624832.0,,2.384682245098041,26.790000915527344,True,True,74.65118785754493,True,23167800.0,40374730.0,False,4.553098127226645,75,33.567387837247004,,,41.34246839997507,-3,27.863436123348016,27.683229136332248,38.63865212634112,56.17517375271394,75.0,3,"PFE trades at a relatively high PEG ratio of 2.59, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
JBHT,Industrials,39.844727,2.0682077,7.182917,2.6,903028352.0,0.458,-18.894498680000005,279.7099914550781,True,True,43.306343963737255,True,719300.0,1005303.3333333334,False,4.535263140891028,75,33.559362093395976,,,41.34246839997507,-3,77.09251101321586,27.672528144530876,73.0990045492486,56.173390254080374,75.0,3,"JBHT trades at a relatively high PEG ratio of 2.60, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
NWSA,Communication Services,28.31068,1.7452636,1.8586271,2.62,1045124992.0,-0.749,-20.973521789473683,29.15999984741211,True,True,63.851843939887154,True,2160400.0,3634583.3333333335,False,4.500001603021373,75,33.543494401354636,,,41.34246839997507,-3,2.092511013215859,27.651371221809082,20.599004549248612,56.16986410029341,75.0,3,"NWSA trades at a relatively high PEG ratio of 2.62, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
DIS,Communication Services,22.030928,1.8662212,1.6799786,2.65,4860375040.0,-0.483,-27.253273789473685,106.8499984741211,True,True,75.83587131284398,True,8172300.0,10912483.333333334,False,4.448107264269809,75,33.52014194891643,,,41.34246839997507,-3,5.066079295154185,27.620234618558143,22.680502346605437,56.16467466641825,75.0,3,"DIS trades at a relatively high PEG ratio of 2.65, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
ERIE,Financial Services,23.25068,3.249371,5.425701,2.67,481207744.0,0.032,3.7150085691176464,255.99000549316406,True,True,73.07254195731794,True,148800.0,275473.3333333333,False,4.414158907833079,75,33.5048651885199,,,41.34246839997507,-3,33.259911894273124,27.599865604696106,42.41618516598869,56.16127983077458,75.0,3,"ERIE trades at a relatively high PEG ratio of 2.67, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
SHW,Basic Materials,33.127308,3.5712156,22.48169,2.67,2506037504.0,0.143,-28.07708153333334,359.1000061035156,True,True,65.83741641749072,True,1123200.0,1980210.0,False,4.414158907833079,75,33.5048651885199,,,41.34246839997507,-3,51.10132158590308,27.599865604696106,54.90517195012966,56.16127983077458,75.0,3,"SHW trades at a relatively high PEG ratio of 2.67, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
IRM,Real Estate,91.79433,5.095117,-30.079014,2.7,-436093504.0,,30.413375333333335,129.42999267578125,True,True,53.87055243190725,True,874600.0,1990203.3333333333,False,4.364179383079005,75,33.48237440238057,,,41.34246839997507,-3,27.863436123348016,27.569877889843664,38.63865212634112,56.15628187829917,75.0,3,"IRM trades at a relatively high PEG ratio of 2.70, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
GD,Industrials,24.147652,1.9518623,3.9856997,2.75,4400124928.0,0.134,-34.59157368,395.7799987792969,True,True,57.04880537782457,True,472300.0,1067456.6666666667,False,4.283303424840594,75,33.445980221173286,,,41.34246839997507,-3,48.6784140969163,27.521352314900618,53.209136707838915,56.14819428247533,75.0,3,"GD trades at a relatively high PEG ratio of 2.75, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
NEM,Basic Materials,14.849937,4.8155704,3.5384617,2.78,8815875072.0,0.114,-46.354452533333344,117.76000213623047,True,True,80.32458731272985,True,5577800.0,7308190.0,False,4.236174269320369,75,33.42477210118918,,,41.34246839997507,-3,46.80616740088105,27.493074821588483,51.898564020614245,56.14348136692331,75.0,3,"NEM trades at a relatively high PEG ratio of 2.78, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
AXON,Industrials,256.4142,15.465423,13.548294,2.8,222160000.0,-0.182,197.67497432,612.8300170898438,True,True,61.35330214805861,True,451800.0,949340.0,False,4.205315893682126,75,33.410885832151976,,,41.34246839997507,-3,12.555066079295155,27.474559796205536,27.92279309550412,56.14039552935948,75.0,3,"AXON trades at a relatively high PEG ratio of 2.80, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
ICE,Financial Services,21.823694,8.227369,2.970949,2.84,3633625088.0,0.142,2.288022569117647,154.72999572753906,True,True,64.05808915011369,True,1634000.0,4103183.3333333335,False,4.144903017432609,75,33.38370003783969,,,41.34246839997507,-3,50.66079295154186,27.438312070455826,54.596801906076806,56.134354241734535,75.0,3,"ICE trades at a relatively high PEG ratio of 2.84, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
KKR,Financial Services,36.308918,4.0761075,3.627657,0.59,,0.4,16.773246569117646,114.01000213623047,True,True,69.15441864465684,True,5838500.0,4505550.0,False,20.27206913488849,75,33.372017169001246,10.0,-0.2559894919395447,4.997930291507112,-3,74.00881057268722,31.662931024659162,67.30596043003176,45.026482515516335,100.0,4,"KKR trades at an attractive PEG ratio of 0.59, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and recent news sentiment has been notably negative."
DVN,Energy,9.967391,2.6854267,1.2629114,2.92,782625024.0,0.44,-9.436960095238096,45.849998474121094,True,True,60.64923505254342,True,8917300.0,10649173.333333334,False,4.029042706817096,75,33.33156289806271,,,41.34246839997507,-3,76.2114537444934,27.368795884086516,72.48226446114288,56.12276821067298,75.0,3,"DVN trades at a relatively high PEG ratio of 2.92, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
NWS,Communication Services,32.203884,1.985267,2.11422,2.98,1045124992.0,-0.749,-17.080317789473682,33.16999816894531,True,True,69.81383798321988,True,868500.0,1361423.3333333333,False,3.9462298002362095,75,33.29429709010131,,,41.34246839997507,-3,2.092511013215859,27.319108140137985,20.599004549248612,56.11448692001489,75.0,3,"NWS trades at a relatively high PEG ratio of 2.98, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
CHD,Consumer Defensive,32.467953,3.8575003,5.524953,3.07,939262528.0,0.09,6.302514559999999,101.30000305175781,True,True,61.7970393423961,True,1426500.0,1799303.3333333333,False,3.8280797901957273,75,33.241129585583096,,,41.34246839997507,-3,42.180616740088105,27.248218134113696,48.66067855805918,56.102671919010845,75.0,3,"CHD trades at a relatively high PEG ratio of 3.07, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
RSG,Industrials,30.412182,3.8924274,5.520105,3.08,1942625024.0,0.051,-28.327043680000003,214.7100067138672,True,True,45.58292098481076,True,1038500.0,1369776.6666666667,False,3.8153782378897874,75,33.23541388704542,,,41.34246839997507,-3,36.013215859030836,27.240597202730132,44.34349794131909,56.10140176378025,75.0,3,"RSG trades at a relatively high PEG ratio of 3.08, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
EXPD,Industrials,27.091703,2.0101237,11.421908,3.12,797562240.0,0.515,-31.647522680000005,186.1199951171875,True,True,71.18692188970977,True,733300.0,1250223.3333333333,False,3.7653862307369232,75,33.21291748382663,,,41.34246839997507,-3,78.41409691629956,27.210601998438413,74.02411468140718,56.09640256306496,75.0,3,"EXPD trades at a relatively high PEG ratio of 3.12, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
AME,Industrials,37.30454,7.428032,5.187304,3.25,1492221312.0,0.142,-21.43468568,254.7899932861328,True,True,64.45647988222431,True,1577100.0,1113466.6666666667,False,3.611410848706103,75,33.14362856191276,,,41.34246839997507,-3,50.66079295154186,27.11821676921992,54.596801906076806,56.08100502486188,75.0,3,"AME trades at a relatively high PEG ratio of 3.25, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
ETN,Industrials,46.07245,5.840488,8.658408,3.25,3106125056.0,-0.159,-12.66677568,451.510009765625,True,True,67.76846687832358,True,1401000.0,2244620.0,False,3.611410848706103,75,33.14362856191276,,,41.34246839997507,-3,13.215859030837004,27.11821676921992,28.38534816158341,56.08100502486188,75.0,3,"ETN trades at a relatively high PEG ratio of 3.25, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
EQIX,Real Estate,70.920204,10.980015,7.5612144,3.55,3776000000.0,0.288,9.53924933333333,1102.0999755859375,True,True,61.596840615394065,True,468700.0,563703.3333333334,False,3.299122749939367,75,33.003098917467725,,,41.34246839997507,-3,66.74008810572687,26.93084390995988,65.85230851400631,56.04977621498521,75.0,3,"EQIX trades at a relatively high PEG ratio of 3.55, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
KMI,Energy,21.174194,4.0694723,2.3085039,3.57,1075000064.0,0.212,1.769842904761905,32.81999969482422,True,True,65.49349052327995,True,8662500.0,9398780.0,False,3.2801696907238322,75,32.99457004082074,,,41.34246839997507,-3,59.140969162995596,26.91947207443056,60.53292525409442,56.04788090906366,75.0,3,"KMI trades at a relatively high PEG ratio of 3.57, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
PH,Industrials,37.034374,6.192302,8.643385,3.57,2952624896.0,0.193,-21.704851680000004,1055.8499755859375,True,True,66.15441538014036,True,331800.0,611480.0,False,3.2801696907238322,75,32.99457004082074,,,41.34246839997507,-3,56.82819383259912,26.91947207443056,58.91398252281689,56.04788090906366,75.0,3,"PH trades at a relatively high PEG ratio of 3.57, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
IT,Technology,16.285072,1.769231,-69.70361,0.8,1052553024.0,0.331,-38.92827604933333,181.08999633789062,True,True,67.17729294469326,True,1629600.0,1461760.0,False,14.928601427971442,75,32.95548966880824,10.0,-0.18597683310508728,14.938095131105445,-3,69.60352422907489,29.94787512644868,65.21627647346297,47.97119343868405,100.0,4,"IT trades at an attractive PEG ratio of 0.80, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and recent news sentiment has been notably negative."
FAST,Industrials,43.60684,6.6913533,14.388043,3.69,916124992.0,0.146,-15.132385680000006,51.02000045776367,True,True,69.69697094801855,True,5095500.0,8750953.333333334,False,3.1707658529756233,75,32.94533831383404,,,41.34246839997507,-3,51.65198237885462,26.853829771781633,55.29063450519574,56.036940525288834,75.0,3,"FAST trades at a relatively high PEG ratio of 3.69, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
GRMN,Technology,32.045456,7.798129,6.627639,3.78,1043656256.0,0.353,-23.167892049333325,310.20001220703125,True,True,85.00984494487872,True,491100.0,942870.0,False,3.0932714679039757,75,32.91046584055181,,,41.34246839997507,-3,71.0352422907489,26.807333140738645,68.85891644352174,56.029191086781665,75.0,3,"GRMN trades at a relatively high PEG ratio of 3.78, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
CPRT,Industrials,19.633541,6.308631,3.3354437,3.8,999977152.0,0.023,-39.10568468,31.610000610351562,True,False,62.06896813411146,True,17353400.0,11304916.666666666,True,3.0765489953358824,75,32.902940727896166,,,41.34246839997507,-3,31.497797356828194,26.79729965719779,41.18270498977724,56.02751883952486,75.0,3,"CPRT trades at a relatively high PEG ratio of 3.80, and is priced below its sector's average P/E, and is trading below its 200-day average and showing bullish MACD momentum and seeing an unusual volume spike, and no reliable sentiment data was available today."
LUV,Industrials,27.662498,0.7199931,3.0574744,0.34,-834750016.0,0.205,-31.076727680000005,44.2599983215332,False,True,46.1432403391193,False,3040900.0,5245800.0,False,35.23976579291943,25,32.87638828680876,,,41.34246839997507,0,58.70044052863436,33.59522973574792,50.22455521004156,31.743840519283218,75.0,3,"LUV trades at an attractive PEG ratio of 0.34, and is priced below its sector's average P/E, and is trading above its 200-day average, and no reliable sentiment data was available today."
VLO,Energy,14.242185,0.7428542,4.2502613,4.08,8416374784.0,4.535,-5.162166095238096,341.6700134277344,True,True,72.2428293205888,True,1917000.0,2763610.0,False,2.8596486893791533,75,32.805335590215634,,,41.34246839997507,-3,98.45814977973568,26.66715947362375,88.05495168581247,56.00582880892919,75.0,3,"VLO trades at a relatively high PEG ratio of 4.08, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
PANW,Technology,334.14783,29.52718,11.29143,4.26,3579375104.0,,278.9344819506667,384.2699890136719,True,True,78.78576903909706,True,4347600.0,6317836.666666667,False,2.735269238277206,75,32.74936483721976,,,41.34246839997507,-3,27.863436123348016,26.592531802962583,38.63865212634112,55.993390863818995,75.0,3,"PANW trades at a relatively high PEG ratio of 4.26, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
MET,Financial Services,18.708815,0.7816403,2.269685,0.54,-20953999360.0,0.058,-0.8268564308823514,97.66000366210938,True,True,62.28461970642282,False,2171700.0,3695043.3333333335,False,22.156890195529417,50,32.73909426798325,,,41.34246839997507,-3,37.22466960352423,31.99550437731391,40.19151556246447,44.18555295954422,75.0,3,"MET trades at an attractive PEG ratio of 0.54, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages, and no reliable sentiment data was available today."
STT,Financial Services,16.923214,3.5060453,2.2037053,0.81,,-0.241,-2.612457430882351,191.74000549316406,True,True,61.58375620324319,True,1125100.0,2162350.0,False,14.743260690341748,75,32.64366701998488,10.0,-0.19402108788490297,13.795998546655476,-3,10.352422907488986,29.66535619620337,23.626295889907837,47.55292556036359,100.0,4,"STT trades at an attractive PEG ratio of 0.81, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and recent news sentiment has been notably negative."
COST,Consumer Defensive,48.320763,1.4517927,25.781961,4.66,6954375168.0,0.455,22.155324559999997,961.0999755859375,True,True,54.80805688226448,True,1165100.0,2040406.6666666667,False,2.4932720229715577,75,32.64046609033221,,,41.34246839997507,-3,76.87224669603523,26.447333473779196,72.94481952722217,55.96919114228842,75.0,3,"COST trades at a relatively high PEG ratio of 4.66, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
DASH,Consumer Cyclical,113.62304,5.950518,9.47727,4.69,5147500032.0,-0.3,69.57788310638298,217.02000427246094,True,True,81.29194010084197,True,2626300.0,4020220.0,False,2.476786285169819,75,32.63304750832143,,,41.34246839997507,-3,8.81057268722467,26.43744203109815,25.301647721054778,55.96754256850825,75.0,3,"DASH trades at a relatively high PEG ratio of 4.69, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
BIIB,Healthcare,37.3363,3.0916965,1.6443069,5.06,1266987520.0,-0.848,4.4709822450980425,209.8300018310547,True,True,59.399612747856956,True,554400.0,1294333.3333333333,False,2.289535236963245,75,32.548784536628474,,,41.34246839997507,-3,1.1013215859030838,26.325091402174206,19.905171950129663,55.9488174636876,75.0,3,"BIIB trades at a relatively high PEG ratio of 5.06, and is priced above its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
NUE,Basic Materials,21.461294,1.689957,2.7755873,5.21,683374976.0,0.938,-39.743095533333346,268.9100036621094,True,True,68.11844543648057,True,1164400.0,1319893.3333333333,False,2.2211993380094013,75,32.51803338209925,,,41.34246839997507,-3,88.32599118942731,26.2840898628019,80.96244067259661,55.94198387379221,75.0,3,"NUE trades at a relatively high PEG ratio of 5.21, and is priced below its sector's average P/E, and is trading above both its 50 and 200-day averages and showing bullish MACD momentum, and no reliable sentiment data was available today."
